---
name: Cactus Dataset
description: Dataset with 4900 points describing a cactus shape distribution.
variables:
    - x
    - y
    - z
inputs: 3
outputs: 0
---
0.79324, 1.52493, 0.00495
0.77258, 1.34839, 0.01338
0.60214, 0.67321, 0.02214
0.49623, 0.58703, -0.00307
0.40194, 0.64408, 0.02036
0.48806, 0.63491, 0.09779
0.51896, 0.43618, -0.02629
0.51264, 0.56494, -0.08241
0.49459, 0.39288, -0.01672
0.50016, 0.66964, 0.10734
0.50331, 0.44301, -0.01692
0.36995, 0.65269, -0.03687
0.35637, 0.76014, -0.00583
0.74371, 1.15050, 0.00655
0.50099, 0.44281, -0.00325
0.49459, 0.44473, 0.01539
0.46497, 0.51549, 0.01347
0.49449, 0.49016, 0.04518
0.66649, 0.80956, -0.00802
0.67482, 0.92498, 0.02086
0.49166, 0.60427, 0.01062
0.49512, 0.64968, 0.10595
0.59659, 0.66769, 0.00192
0.25330, 1.19798, 0.00208
0.40487, 0.64393, -0.01671
0.74916, 1.27569, -0.01048
0.68210, 0.86564, 0.00236
0.52136, 0.44929, -0.02719
0.51430, 0.41378, -0.02231
0.49666, 0.63811, 0.10278
0.51562, 0.63109, 0.10094
0.49043, 0.44488, -0.02121
0.50300, 0.52861, -0.07300
0.49043, 0.38817, 0.00124
0.48441, 0.42021, -0.00619
0.75335, 1.13094, 0.00783
0.64221, 0.74148, 0.00552
0.39494, 0.68544, 0.00761
0.51835, 0.61427, -0.00794
0.58614, 0.65110, -0.01859
0.49876, 0.46572, -0.03741
0.49850, 0.66843, -0.09791
0.48890, 0.56339, -0.00103
0.66521, 0.87861, -0.00613
0.50906, 0.46497, -0.05316
0.48694, 0.42685, -0.02021
0.26522, 1.07559, 0.01319
0.84205, 1.69980, 0.03882
0.67608, 0.86690, 0.01120
0.51890, 0.53859, 0.04871
0.73369, 1.09634, 0.00900
0.48896, 0.49288, -0.06010
0.49472, 0.65206, 0.09565
0.51254, 0.42547, -0.03754
0.51256, 0.59642, -0.01620
0.69933, 1.02946, -0.01742
0.72741, 1.03546, -0.00066
0.49697, 0.61758, -0.00803
0.47036, 0.42869, -0.01182
0.41143, 0.60677, 0.00722
0.55118, 0.65047, 0.01609
0.34960, 0.75183, -0.00435
0.69872, 0.98189, -0.01528
0.51945, 0.35928, 0.01089
0.50958, 0.46964, 0.03027
0.48995, 0.42332, 0.02500
0.49412, 0.32950, 0.02773
0.73754, 1.10188, -0.00705
0.40677, 0.64586, -0.00808
0.50578, 0.47190, -0.05085
0.50533, 0.44993, -0.03165
0.50439, 0.47004, -0.05087
0.50333, 0.59742, -0.00429
0.51373, 0.52587, 0.07358
0.53529, 0.59926, 0.00095
0.67722, 0.79900, -0.03231
0.29221, 1.08058, -0.00972
0.53329, 0.41287, -0.02650
0.51201, 0.59480, 0.00405
0.62319, 0.72355, -0.00034
0.49680, 0.59167, 0.00873
0.49082, 0.51553, -0.04530
0.48068, 0.62429, -0.00595
0.49813, 0.42379, 0.01054
0.55417, 0.59868, 0.00163
0.65673, 0.76348, 0.02312
0.48064, 0.54070, -0.01080
0.69812, 0.77143, 0.00552
0.20723, 1.70855, 0.00370
0.43030, 0.60938, 0.02552
0.49493, 0.51495, 0.05198
0.50886, 0.42198, -0.00385
0.49455, 0.47050, -0.00984
0.57826, 0.63513, 0.00419
0.39313, 0.69438, 0.00624
0.63424, 0.70716, 0.01954
0.53308, 0.48443, 0.00159
0.77949, 1.26566, 0.00943
0.50677, 0.43938, 0.00943
0.67276, 0.76992, 0.02473
0.70907, 0.93262, 0.00554
0.49547, 0.44424, -0.01925
0.48826, 0.55508, 0.07691
0.52576, 0.28289, -0.01166
0.48678, 0.50161, -0.06469
0.56365, 0.59743, 0.00850
0.50910, 0.63095, 0.08564
0.50534, 0.54918, 0.06108
0.32028, 0.91450, 0.00768
0.59649, 0.65649, 0.00586
0.31370, 1.02278, -0.01120
0.31524, 0.93475, 0.00596
0.67657, 0.89919, -0.00979
0.22691, 1.27732, -0.01863
0.51060, 0.61603, -0.08709
0.49927, 0.41652, 0.02634
0.69262, 0.89901, 0.02571
0.46764, 0.61564, -0.00501
0.50382, 0.36138, -0.02970
0.49457, 0.44733, -0.06313
0.22009, 1.47140, 0.00298
0.49100, 0.46709, 0.03962
0.50312, 0.42570, -0.01241
0.46524, 0.30983, -0.03344
0.49570, 0.45997, -0.00736
0.49208, 0.44530, 0.03099
0.33588, 0.80924, 0.00537
0.49444, 0.37214, -0.00923
0.48803, 0.61241, -0.02240
0.20012, 1.69207, 0.02017
0.34188, 0.80435, -0.01351
0.49049, 0.45034, -0.00867
0.48165, 0.60909, 0.02141
0.38520, 0.66081, -0.00611
0.49514, 0.55122, 0.08207
0.51093, 0.57640, -0.06990
0.48885, 0.49032, 0.05328
0.37622, 0.70078, 0.02166
0.21140, 1.33885, -0.02521
0.49229, 0.42873, 0.01387
0.29528, 0.99640, -0.00584
0.22599, 1.44586, -0.00694
0.59183, 0.67073, -0.00666
0.25833, 1.19245, 0.00833
0.75759, 1.34169, -0.00835
0.71583, 1.06693, 0.00341
0.32795, 0.79592, -0.00223
0.50879, 0.57493, 0.09136
0.52684, 0.59836, 0.00130
0.65490, 0.80753, -0.01633
0.64938, 0.77151, -0.00221
0.49046, 0.21122, 0.01531
0.50689, 0.28707, 0.01133
0.48060, 0.55975, 0.08524
0.60925, 0.69146, 0.00536
0.59586, 0.67137, -0.01499
0.69872, 1.09086, 0.02086
0.48462, 0.32069, 0.00208
0.24159, 1.42036, 0.00467
0.41013, 0.69345, -0.01215
0.51584, 0.41068, 0.01234
0.67199, 0.85014, -0.01710
0.50710, 0.51696, 0.00116
0.50222, 0.54176, 0.08403
0.50258, 0.44718, 0.02009
0.48864, 0.44147, -0.03681
0.50182, 0.43326, 0.02469
0.50811, 0.50547, 0.06034
0.51756, 0.63942, -0.09427
0.30900, 0.90318, -0.02031
0.30123, 0.93868, 0.01526
0.50556, 0.47389, 0.02754
0.50053, 0.55726, -0.07751
0.45417, 0.61377, 0.00068
0.49764, 0.44101, 0.00563
0.38969, 0.68927, 0.00725
0.50522, 0.20247, 0.00230
0.63119, 0.77819, -0.01570
0.52192, 0.58493, -0.00717
0.29123, 0.85236, 0.01656
0.50936, 0.42130, 0.01660
0.32622, 0.89352, -0.00251
0.49834, 0.34019, 0.00561
0.67014, 0.95116, -0.03286
0.41711, 0.63907, 0.00643
0.50126, 0.49859, -0.05171
0.45821, 0.60204, 0.01628
0.51862, 0.53459, -0.01053
0.22565, 1.53735, -0.00988
0.24907, 1.35884, -0.00472
0.51044, 0.47992, -0.00653
0.36098, 0.76278, -0.02230
0.31573, 0.92723, -0.01848
0.48329, 0.61023, -0.01677
0.48651, 0.48725, -0.06239
0.49847, 0.31666, 0.01021
0.23876, 1.44834, -0.01199
0.50622, 0.55270, 0.07248
0.25431, 1.49554, 0.01428
0.77279, 1.50663, 0.00424
0.51899, 0.53145, 0.08762
0.49507, 0.47919, 0.05977
0.48979, 0.55478, -0.01295
0.49580, 0.43351, 0.00974
0.41187, 0.66519, -0.01344
0.41144, 0.67056, -0.00710
0.52208, 0.46112, -0.02681
0.60486, 0.68442, 0.01068
0.26682, 1.21401, 0.00132
0.49435, 0.34342, -0.00632
0.51213, 0.63122, 0.00514
0.31256, 0.92864, 0.01057
0.49140, 0.54885, -0.05219
0.51679, 0.52787, 0.00410
0.72176, 1.00972, -0.01444
0.55519, 0.62656, -0.00562
0.48397, 0.68383, -0.11443
0.78870, 1.55429, 0.00777
0.50938, 0.49965, 0.06085
0.50580, 0.43597, 0.00734
0.73612, 1.12328, 0.00165
0.49667, 0.41274, -0.00278
0.63370, 0.77109, -0.00344
0.50022, 0.47473, 0.03191
0.26134, 1.12355, 0.00549
0.47278, 0.60906, -0.00996
0.50121, 0.41081, -0.00190
0.44303, 0.65839, 0.00982
0.50362, 0.20134, 0.01981
0.49513, 0.51056, 0.00701
0.62124, 0.67193, -0.01062
0.33163, 0.80101, -0.00681
0.53227, 0.60678, 0.00287
0.51256, 0.43028, 0.00438
0.24060, 1.26961, 0.02401
0.23202, 1.41345, 0.01394
0.68572, 0.79767, -0.00942
0.48196, 0.50142, -0.05723
0.33207, 0.90140, 0.01468
0.48734, 0.61499, -0.09033
0.56385, 0.64195, 0.01576
0.23554, 1.46955, -0.01131
0.65675, 0.79288, -0.01598
0.81503, 1.42148, -0.00006
0.50536, 0.61820, -0.01322
0.70503, 0.85425, 0.01169
0.51656, 0.61844, 0.00717
0.53435, 0.25706, -0.02656
0.29476, 0.95065, -0.00196
0.50574, 0.42201, -0.00146
0.58042, 0.63881, -0.00788
0.49893, 0.55413, 0.06762
0.56404, 0.65121, -0.00758
0.18930, 1.66035, -0.01163
0.52234, 0.57995, 0.07963
0.26394, 1.09513, 0.01124
0.52098, 0.28632, 0.00762
0.51425, 0.19774, 0.01809
0.42914, 0.61623, 0.00567
0.51914, 0.51688, 0.05348
0.49528, 0.40532, 0.01731
0.61351, 0.74310, 0.00207
0.48757, 0.47652, 0.01493
0.50744, 0.45673, -0.01713
0.54902, 0.61549, 0.00884
0.35199, 0.76768, -0.00439
0.48711, 0.59135, -0.00589
0.50498, 0.50052, -0.06415
0.48878, 0.45825, 0.00841
0.52009, 0.56371, 0.07144
0.49709, 0.49640, -0.06815
0.50766, 0.35864, -0.02323
0.24633, 1.17148, 0.02279
0.49256, 0.52531, -0.08469
0.51152, 0.43099, -0.02756
0.26061, 1.46805, 0.00476
0.34327, 0.77858, 0.02275
0.43852, 0.63005, -0.00716
0.62112, 0.71149, 0.00306
0.49620, 0.65461, 0.08617
0.50925, 0.50990, -0.05945
0.66783, 0.81471, 0.00462
0.50625, 0.42531, -0.01280
0.48802, 0.44267, -0.00401
0.31643, 0.85288, -0.00160
0.47827, 0.30505, -0.01407
0.45772, 0.62624, 0.02319
0.50288, 0.27554, 0.01044
0.71461, 1.12218, -0.01358
0.48624, 0.42538, 0.00175
0.50398, 0.58490, -0.09130
0.61519, 0.74849, 0.01049
0.49819, 0.53454, -0.08753
0.66744, 0.78497, 0.00129
0.48593, 0.24673, -0.01618
0.51592, 0.27318, -0.00660
0.49693, 0.47862, 0.00103
0.51066, 0.60420, -0.07690
0.49493, 0.50876, 0.03739
0.47123, 0.61049, 0.00966
0.48627, 0.45076, -0.04145
0.49811, 0.42829, -0.00193
0.49442, 0.29653, -0.02177
0.37791, 0.71764, 0.01544
0.50924, 0.51679, 0.05208
0.27895, 1.00569, -0.00890
0.53841, 0.63922, 0.00691
0.57990, 0.61010, 0.00681
0.49843, 0.47108, 0.04987
0.77707, 1.68072, 0.01294
0.53914, 0.44941, -0.00109
0.48451, 0.60166, 0.00795
0.50157, 0.55523, -0.05696
